overall_rating,potential,value_euro,wage_euro,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),release_clause_euro,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes
66,75,750000.0,4000.0,1,2,1,1200000.0,13,5,10,24,9,11,13,10,22,15,33,15,29,60,41,23,67,18,73,6,26,13,6,44,16,45,10,11,10,68,60,68,66,69
66,71,875000.0,3000.0,1,3,2,1300000.0,32,68,63,56,58,61,49,33,32,67,68,73,70,60,70,66,70,74,74,60,44,15,65,40,59,61,39,18,14,7,5,12,6,8
66,72,875000.0,3000.0,1,3,3,1400000.0,59,60,65,54,53,72,54,33,29,71,79,84,68,66,78,69,81,73,78,63,44,25,66,59,55,55,35,30,22,12,14,9,7,12
66,66,650000.0,3000.0,1,3,3,943000.0,61,64,41,67,56,63,63,62,66,65,67,64,71,67,62,60,64,78,65,62,41,64,65,66,78,69,61,48,48,9,12,13,7,12
66,66,180000.0,4000.0,1,3,2,261000.0,62,27,52,58,22,61,53,45,57,64,73,72,71,59,70,61,76,75,73,60,80,61,66,61,25,63,60,70,67,6,13,6,8,15
66,83,1300000.0,2000.0,1,3,3,2800000.0,56,64,52,61,46,73,51,58,58,70,75,72,73,66,74,65,49,56,49,50,41,46,65,60,59,51,51,49,50,13,10,11,6,11
66,68,650000.0,1000.0,1,2,2,991000.0,28,17,66,43,18,34,25,28,42,41,46,52,51,63,59,31,82,54,74,19,71,65,21,37,29,68,68,66,67,16,12,8,7,6
66,66,475000.0,4000.0,1,3,2,903000.0,64,50,63,64,58,53,26,34,60,63,66,63,65,68,61,63,70,68,70,55,75,63,33,54,42,58,67,69,64,13,14,13,12,16
66,68,800000.0,1000.0,1,4,3,1100000.0,72,59,55,59,47,67,52,51,48,64,82,77,81,57,62,61,83,63,60,54,30,13,72,55,68,51,29,14,16,7,16,16,12,9
66,68,675000.0,3000.0,1,3,3,1300000.0,53,49,53,66,46,62,23,29,69,68,76,76,78,64,78,68,86,79,66,57,68,58,58,61,47,65,60,63,58,15,12,8,14,14
66,86,1100000.0,6000.0,1,3,2,3300000.0,36,20,69,66,31,34,26,34,48,55,57,58,43,59,42,49,71,62,79,28,60,63,25,39,46,63,64,67,59,8,7,5,15,8
66,66,475000.0,2000.0,1,3,2,736000.0,30,19,65,52,25,28,32,68,66,50,51,56,53,61,52,88,68,53,80,25,80,63,44,60,35,51,63,64,65,6,7,14,14,10
66,66,375000.0,3000.0,1,3,3,638000.0,65,59,63,66,71,64,69,71,63,67,69,68,66,62,64,74,63,73,70,68,58,68,53,62,60,67,62,67,65,11,16,10,14,9
66,68,650000.0,3000.0,1,4,3,1200000.0,46,37,60,65,35,66,37,40,62,63,74,65,64,64,65,50,76,75,68,45,68,62,56,63,33,60,65,68,63,15,9,10,10,9
66,71,850000.0,2000.0,1,3,3,1400000.0,69,37,60,67,30,66,69,71,59,68,74,77,76,60,77,59,78,74,55,43,66,64,62,54,56,58,61,63,66,16,12,7,15,14
66,66,200000.0,3000.0,1,3,2,350000.0,53,43,49,70,30,59,38,59,64,66,62,55,76,64,85,65,80,67,63,62,77,67,60,68,56,75,65,68,67,10,10,12,12,8
66,72,900000.0,3000.0,1,3,4,1500000.0,49,66,58,57,67,72,31,27,30,64,86,84,79,62,75,64,88,63,55,60,44,19,62,49,48,48,20,15,17,5,8,5,10,11
66,66,500000.0,3000.0,1,3,2,625000.0,56,33,66,65,29,45,30,31,67,61,60,62,71,60,53,35,58,80,74,36,58,63,48,35,34,52,66,67,66,5,7,8,13,6
66,71,850000.0,2000.0,1,2,3,1600000.0,52,58,34,65,67,64,62,65,57,66,76,69,74,62,83,61,56,64,40,55,36,42,61,71,62,68,44,49,38,8,14,9,8,11
66,69,825000.0,5000.0,1,4,4,1500000.0,58,59,45,64,52,66,60,54,61,64,84,81,86,58,76,57,47,68,49,55,48,32,57,60,60,61,51,46,46,9,10,6,11,8
66,66,700000.0,4000.0,1,3,3,1300000.0,60,60,55,71,53,65,50,52,43,72,71,69,58,55,51,55,50,60,62,59,29,22,58,70,68,52,29,24,22,17,10,12,12,19
66,69,650000.0,2000.0,1,3,2,1400000.0,43,36,63,57,36,47,38,36,61,54,71,68,60,61,65,49,83,62,74,40,69,63,47,40,42,53,68,65,61,6,13,11,7,11
66,73,900000.0,3000.0,1,3,2,1400000.0,46,49,54,69,56,58,59,61,66,65,59,62,65,66,73,64,54,70,66,59,69,67,59,68,56,63,45,59,56,7,12,15,13,7
66,70,700000.0,3000.0,1,3,2,1300000.0,53,50,65,59,35,51,39,30,55,56,64,65,62,60,61,53,72,71,76,44,61,64,36,34,51,62,60,69,68,15,8,12,13,15
66,66,500000.0,2000.0,1,5,3,625000.0,63,32,37,65,46,69,66,63,62,67,79,79,85,61,86,59,83,77,58,53,66,68,50,57,49,69,58,58,62,8,11,15,7,7
66,66,150000.0,2000.0,1,3,2,203000.0,56,20,69,62,17,45,34,40,60,59,38,33,56,52,61,39,74,71,72,42,68,66,58,47,31,59,60,66,66,15,6,13,16,16
66,70,700000.0,8000.0,1,2,2,1200000.0,54,50,62,60,60,52,38,52,63,59,50,59,61,51,56,75,72,71,88,66,73,56,48,40,50,47,65,64,62,12,11,7,8,11
66,71,875000.0,4000.0,1,2,3,1900000.0,37,68,62,57,63,69,58,41,35,66,82,81,86,68,88,65,72,62,32,62,53,13,65,57,73,63,20,15,22,12,9,9,10,14
66,70,700000.0,2000.0,1,3,3,1100000.0,65,53,49,70,48,66,67,52,67,68,67,64,71,65,88,64,47,67,56,52,68,62,52,61,57,66,66,66,57,8,14,7,10,11
66,71,625000.0,4000.0,1,3,1,1100000.0,18,11,15,33,10,12,11,15,33,29,40,42,42,65,38,30,64,29,55,14,25,9,5,40,23,44,12,11,13,68,62,64,61,70
66,79,1100000.0,3000.0,1,2,2,2900000.0,62,40,59,57,39,60,71,30,35,62,75,76,70,62,66,70,70,67,78,35,72,63,48,40,43,56,64,66,65,14,15,8,14,15
66,66,475000.0,2000.0,1,3,2,831000.0,21,39,68,59,29,38,31,21,53,45,59,55,56,58,58,35,72,56,76,36,68,69,42,52,34,68,63,64,61,13,15,16,10,14
66,71,875000.0,5000.0,1,3,3,1400000.0,35,67,62,58,58,63,43,26,32,66,65,68,63,60,56,70,63,70,81,57,48,22,65,52,64,60,22,27,20,12,12,8,12,10
66,75,750000.0,7000.0,1,3,1,1400000.0,15,17,21,26,8,15,9,9,28,12,31,20,32,64,20,21,37,22,55,13,17,12,9,52,21,48,8,12,11,63,65,60,70,65
66,74,925000.0,3000.0,1,4,2,2100000.0,62,40,57,70,52,68,43,45,67,70,64,69,62,63,54,67,63,67,78,66,66,70,47,62,40,67,66,67,63,7,5,13,13,15
66,80,1400000.0,4000.0,1,4,2,3700000.0,60,44,58,68,55,67,64,50,64,66,70,69,75,63,71,69,58,76,60,64,61,55,58,69,53,47,44,54,43,14,11,11,11,10
66,67,625000.0,2000.0,1,3,2,1000000.0,67,34,59,62,23,57,58,31,56,64,74,72,68,59,54,54,66,72,69,39,65,62,35,42,48,46,64,63,65,14,11,7,11,14
66,66,325000.0,7000.0,1,3,3,618000.0,64,50,51,73,62,65,56,45,53,75,65,58,70,60,73,71,70,61,64,70,60,70,67,59,67,72,10,59,62,7,16,13,7,9
66,73,900000.0,3000.0,1,3,3,1600000.0,64,58,58,68,54,71,73,61,70,71,67,69,67,55,53,55,42,46,62,56,49,45,58,68,49,57,31,38,27,8,9,12,11,5
66,66,675000.0,1000.0,1,3,2,911000.0,37,67,62,49,63,55,35,25,38,67,67,61,68,60,60,66,66,54,82,59,45,10,70,51,64,58,30,16,13,7,6,9,8,12
66,68,550000.0,5000.0,1,1,1,1200000.0,11,16,12,28,19,16,14,18,21,16,51,48,39,65,50,24,65,35,78,16,41,18,18,59,23,56,15,12,20,70,64,67,57,68
66,73,775000.0,3000.0,1,3,2,1500000.0,33,28,66,62,27,46,33,30,61,49,78,80,46,53,53,42,77,70,81,27,53,62,35,44,43,60,66,67,63,9,11,6,13,8
66,66,600000.0,4000.0,1,4,3,1100000.0,66,65,64,64,61,63,46,59,59,62,83,85,74,66,65,78,77,90,78,63,78,55,68,63,79,67,45,56,55,9,10,8,13,7
66,66,650000.0,4000.0,1,3,2,1100000.0,63,57,51,63,39,61,55,44,59,62,87,78,65,58,71,58,65,90,65,54,65,48,60,60,56,59,38,59,46,13,10,14,9,12
66,66,675000.0,3000.0,1,3,2,1000000.0,54,64,76,59,67,60,57,42,42,64,38,50,55,64,52,72,75,66,87,60,64,38,65,45,72,66,34,32,25,12,13,9,6,14
66,66,500000.0,6000.0,1,3,3,725000.0,61,58,54,65,43,66,49,65,61,65,70,61,69,71,87,61,67,72,46,54,42,44,65,66,66,59,43,44,46,8,8,10,11,7
66,73,925000.0,2000.0,1,2,3,1300000.0,56,66,50,63,63,66,73,59,53,69,73,68,74,65,73,71,73,68,66,67,57,18,62,68,62,62,28,15,16,16,7,13,12,12
66,66,500000.0,2000.0,1,3,2,725000.0,30,38,66,40,17,40,18,28,55,43,60,64,57,64,66,50,72,66,78,25,59,67,34,37,47,59,64,68,66,11,12,12,11,10
66,66,625000.0,2000.0,1,3,3,1100000.0,64,62,32,63,57,64,65,66,60,62,78,78,73,61,68,62,59,70,57,65,48,42,65,64,48,63,52,39,38,1,1,1,1,1
66,77,975000.0,6000.0,1,2,2,2000000.0,38,30,62,49,28,39,47,26,45,43,64,54,52,65,40,45,63,65,73,30,69,71,32,30,40,62,65,69,65,12,8,13,10,7
66,77,1100000.0,3000.0,1,3,3,2100000.0,53,55,51,73,40,68,63,59,69,69,79,85,81,60,66,56,58,57,67,40,54,51,66,69,45,63,64,60,58,14,13,11,5,7
66,79,1300000.0,10000.0,1,3,3,3200000.0,38,66,57,52,55,65,39,35,31,64,86,88,71,64,60,60,72,68,62,61,35,25,65,53,55,58,53,23,24,11,10,13,15,14
66,68,650000.0,2000.0,1,2,2,1200000.0,42,25,60,59,39,53,28,35,54,57,83,85,79,62,69,67,78,77,75,39,67,61,36,38,36,46,64,66,67,14,16,11,8,11
66,86,1300000.0,11000.0,1,5,3,3700000.0,54,67,62,62,61,64,60,60,61,66,78,76,73,61,67,65,63,69,62,65,44,34,66,62,58,65,23,36,30,5,6,6,9,8
66,74,950000.0,4000.0,1,3,3,1600000.0,59,57,38,67,47,68,51,42,57,69,75,78,72,64,72,65,51,67,63,48,41,25,54,58,59,60,46,35,31,10,8,7,13,6
66,69,825000.0,2000.0,1,5,3,1500000.0,59,61,48,57,52,65,45,33,55,62,85,90,85,61,78,68,90,74,78,65,52,25,68,60,66,65,27,25,24,13,15,8,7,15
66,74,825000.0,4000.0,1,3,2,1600000.0,39,49,56,63,31,55,32,46,61,60,62,68,66,63,73,56,86,85,65,52,77,66,52,57,45,56,65,63,64,11,14,10,8,10
66,80,1400000.0,3000.0,1,3,3,3700000.0,64,55,41,71,48,65,73,74,72,70,51,53,67,54,60,60,47,64,45,65,48,54,58,67,61,59,62,51,43,12,13,6,9,6
66,66,325000.0,1000.0,1,4,2,439000.0,61,57,47,65,56,58,53,59,62,70,72,71,54,48,62,69,61,77,47,61,56,43,71,72,54,64,54,43,26,12,14,7,13,10
66,66,675000.0,2000.0,1,3,3,911000.0,55,63,61,64,56,64,53,37,59,65,85,85,74,55,68,70,85,76,69,66,70,22,59,59,57,69,48,14,20,6,15,12,15,12
66,66,500000.0,3000.0,1,3,3,875000.0,63,61,60,69,58,63,73,75,67,66,66,66,68,64,64,75,82,70,82,73,54,60,60,68,73,68,63,64,61,9,14,15,6,15
66,77,975000.0,5000.0,1,3,2,2000000.0,57,33,63,61,28,59,29,41,56,64,71,78,50,63,56,55,75,75,82,41,65,64,39,40,42,55,60,65,61,12,13,11,15,10
66,66,500000.0,4000.0,1,3,2,750000.0,59,61,58,62,59,68,60,57,56,62,77,81,79,64,77,70,75,59,67,68,43,20,62,64,67,63,27,25,21,14,11,8,9,7
66,67,775000.0,9000.0,1,3,2,1300000.0,33,70,66,51,66,59,33,30,36,66,79,75,69,62,65,60,90,79,62,49,41,14,64,51,61,51,16,17,15,12,13,15,14,7
66,71,850000.0,7000.0,1,3,2,1400000.0,70,40,34,68,46,70,55,46,54,67,79,76,82,61,83,58,60,69,44,57,57,60,56,52,41,48,67,58,63,8,7,6,15,13
66,69,675000.0,3000.0,1,3,2,894000.0,40,24,64,66,33,55,37,20,62,59,60,62,54,53,54,32,53,57,79,28,60,65,37,47,35,59,64,65,67,8,11,6,15,8
66,68,600000.0,4000.0,1,3,2,915000.0,44,24,70,57,19,48,25,13,53,44,36,48,56,55,35,30,79,74,80,33,70,60,48,29,22,63,66,66,65,10,8,14,10,9
66,66,475000.0,4000.0,1,4,3,831000.0,63,59,53,70,49,64,70,67,65,69,53,54,60,59,60,63,53,66,62,61,46,42,67,73,70,66,54,58,47,16,16,11,10,16
66,71,850000.0,1000.0,1,3,3,1200000.0,58,63,46,62,50,69,54,41,55,66,76,78,80,65,64,53,52,69,72,55,45,43,59,56,45,60,49,31,35,7,10,10,8,8
66,68,650000.0,2000.0,1,3,2,1200000.0,30,45,69,64,29,52,60,59,55,63,52,54,41,68,44,48,63,71,88,56,76,66,62,60,35,57,64,67,58,8,7,12,7,9
66,77,1100000.0,3000.0,1,4,3,1800000.0,63,68,53,64,59,66,50,48,58,68,76,75,71,64,72,66,57,55,55,60,61,24,60,60,67,58,22,35,36,12,7,15,5,14
66,70,675000.0,2000.0,1,3,3,894000.0,64,50,37,64,30,67,50,39,57,65,72,70,71,66,71,43,68,72,69,47,70,67,67,55,39,60,60,64,64,9,13,13,7,13
66,66,475000.0,3000.0,1,3,3,831000.0,67,37,56,63,32,64,62,61,62,63,74,74,71,60,68,60,67,74,67,51,51,60,57,60,52,58,62,64,63,12,7,6,8,13
66,68,525000.0,2000.0,1,2,1,958000.0,13,12,11,33,15,15,16,11,36,24,31,28,55,51,52,25,44,30,65,14,40,26,14,43,13,46,18,13,13,67,66,65,66,68
66,81,1400000.0,3000.0,1,3,3,3600000.0,50,50,58,70,39,67,49,42,66,69,76,76,74,63,73,58,57,68,73,53,64,65,58,63,64,69,61,62,65,12,7,12,5,9
66,66,300000.0,1000.0,1,2,3,435000.0,54,67,66,63,59,65,65,62,49,66,53,54,69,67,73,65,84,55,74,61,67,36,70,60,70,68,32,42,33,13,15,14,13,6
66,69,675000.0,2000.0,1,3,2,1100000.0,54,39,56,69,35,62,48,37,66,65,67,64,65,63,71,55,72,70,62,38,62,60,54,61,47,56,64,68,64,15,5,10,8,7
66,72,750000.0,1000.0,1,3,2,1800000.0,52,51,55,67,33,65,38,39,63,61,71,70,73,63,68,47,58,65,63,29,74,66,61,65,46,58,62,68,70,15,14,12,15,14
66,66,675000.0,3000.0,1,3,2,1000000.0,42,66,67,59,64,62,58,37,49,59,63,63,65,74,70,67,73,50,73,57,45,29,65,59,62,58,31,23,21,6,9,9,13,14
66,67,775000.0,2000.0,1,3,3,1700000.0,61,67,60,63,52,65,57,32,53,67,79,77,80,63,78,61,70,68,60,62,43,22,59,54,68,66,25,17,21,13,5,12,11,12
66,70,700000.0,4000.0,1,2,2,1600000.0,27,25,70,46,23,25,30,30,39,46,57,61,50,54,66,42,74,77,68,27,62,70,31,37,41,60,66,68,67,7,8,9,12,10
66,69,675000.0,2000.0,1,3,2,962000.0,32,25,69,51,24,32,26,23,44,42,57,63,52,55,67,60,70,55,86,29,63,63,41,22,54,54,65,67,65,15,15,8,10,10
66,78,1100000.0,7000.0,1,2,3,2400000.0,37,68,60,63,59,73,60,37,55,66,74,77,72,56,65,67,60,56,66,56,32,20,56,57,71,52,19,16,21,9,8,9,11,14
66,66,325000.0,4000.0,1,3,2,618000.0,62,66,71,67,58,61,53,50,62,63,70,62,63,62,61,62,55,53,59,69,43,57,61,74,60,76,10,39,33,17,10,13,14,17
66,74,925000.0,1000.0,1,3,3,1600000.0,65,63,49,69,52,65,72,68,69,67,68,66,78,63,75,67,68,71,67,66,63,50,58,67,50,62,52,53,51,7,8,12,8,6
66,67,750000.0,4000.0,1,3,3,1100000.0,54,52,52,65,59,63,74,68,63,66,70,66,75,69,73,68,64,71,65,65,53,55,59,68,59,68,52,54,58,7,11,8,10,10
66,66,625000.0,1000.0,1,3,3,969000.0,39,71,67,64,56,64,41,47,42,67,55,54,58,55,60,65,71,55,61,61,46,25,68,55,69,63,21,27,25,15,10,7,7,12
66,66,400000.0,2000.0,1,3,1,660000.0,9,12,15,36,14,8,16,9,33,30,45,53,65,69,66,40,71,40,47,17,41,23,18,23,28,45,12,15,13,64,64,63,64,64
66,74,825000.0,2000.0,1,3,3,1400000.0,60,50,44,68,34,67,66,66,55,63,80,82,72,55,75,72,79,74,64,62,73,55,57,48,38,50,61,69,65,10,7,11,13,8
66,66,700000.0,3000.0,1,3,3,1000000.0,64,60,44,63,51,69,49,56,44,63,85,84,72,62,65,64,64,67,67,39,41,28,57,60,52,61,41,29,26,9,11,9,10,15
66,68,650000.0,1000.0,1,3,3,991000.0,69,50,52,64,61,67,71,64,61,68,79,75,82,68,79,62,78,78,56,67,52,61,55,66,46,72,57,59,59,9,13,7,9,11
66,66,650000.0,5000.0,1,4,2,1400000.0,50,68,77,55,60,57,53,45,55,54,62,55,64,64,63,69,70,71,80,59,58,58,68,46,55,65,39,14,18,12,14,9,7,10
66,68,525000.0,2000.0,1,2,1,958000.0,15,9,19,37,10,10,9,11,28,25,36,41,37,65,38,29,57,30,65,8,25,10,15,37,34,50,11,9,19,66,65,64,64,66
66,66,90000.0,3000.0,1,2,1,158000.0,20,11,11,28,18,12,12,11,35,21,44,37,47,63,41,20,57,27,54,13,30,17,11,37,24,48,15,14,17,65,67,65,67,63
66,66,200000.0,3000.0,1,4,2,290000.0,39,47,69,53,40,38,52,58,52,56,33,34,37,60,58,68,36,67,79,57,73,69,44,45,80,62,66,66,65,13,8,13,14,6
66,79,975000.0,1000.0,1,3,1,2400000.0,11,7,11,19,6,12,12,10,18,12,48,46,44,62,35,19,62,16,62,5,17,11,6,35,17,50,8,14,13,68,62,61,63,69
66,69,800000.0,2000.0,1,2,3,1700000.0,64,63,61,68,61,67,76,70,65,64,63,63,76,65,67,61,76,67,77,71,64,61,63,66,57,72,30,51,43,7,8,5,11,9
66,82,1400000.0,1000.0,1,3,2,3900000.0,46,64,40,68,41,71,42,39,60,68,73,75,76,60,71,64,69,67,59,59,57,48,59,68,40,48,48,44,44,8,7,10,7,11
66,66,300000.0,2000.0,1,3,3,525000.0,42,67,72,64,53,63,49,51,49,66,54,53,66,62,56,64,55,63,79,54,51,27,68,58,62,60,32,26,34,7,7,13,6,13
66,66,575000.0,5000.0,1,3,3,719000.0,59,67,59,62,59,66,62,62,46,65,77,80,70,60,68,66,75,76,65,66,46,49,63,62,67,60,42,38,47,14,6,12,13,11
66,68,650000.0,1000.0,1,3,2,991000.0,41,42,57,62,39,65,51,50,62,65,69,68,71,64,75,67,85,81,67,59,75,65,48,63,50,66,62,65,63,14,10,15,7,13
66,69,825000.0,2000.0,1,4,2,1300000.0,62,51,40,67,51,65,64,63,59,54,78,77,82,67,74,62,58,90,57,53,74,57,67,60,53,54,53,58,56,13,12,12,6,15
66,66,475000.0,2000.0,1,2,2,736000.0,39,38,59,62,29,47,48,49,58,54,54,56,56,62,56,62,62,81,74,36,78,71,40,51,48,54,64,67,62,10,8,7,10,10
66,66,375000.0,1000.0,1,3,3,506000.0,47,45,57,70,45,64,57,45,68,70,58,60,67,66,63,51,71,79,73,62,53,54,54,62,50,66,64,62,56,12,10,10,16,6
66,66,425000.0,2000.0,1,2,2,638000.0,58,38,55,67,38,62,65,55,60,64,60,63,62,65,67,56,38,69,64,32,65,67,41,54,37,59,73,68,66,9,6,9,7,13
66,66,150000.0,1000.0,1,2,1,263000.0,11,12,10,23,19,13,16,20,24,23,40,37,50,62,35,40,58,30,63,17,40,24,14,30,23,54,10,12,13,67,64,72,66,62
66,76,1000000.0,6000.0,1,5,3,2400000.0,52,61,50,68,31,71,38,42,62,69,67,68,63,64,54,64,60,61,58,64,52,65,57,67,48,57,35,65,53,5,12,6,15,10
66,66,260000.0,2000.0,1,3,1,403000.0,14,11,14,23,10,15,11,12,22,19,33,35,33,66,34,24,76,42,74,9,40,16,9,17,22,57,11,14,15,66,65,57,64,66
66,66,350000.0,7000.0,1,3,3,665000.0,42,67,56,44,71,74,44,42,32,72,78,77,81,67,82,52,62,67,42,63,52,35,72,42,55,53,10,36,33,11,8,18,14,7
66,66,475000.0,7000.0,1,2,2,950000.0,58,32,52,62,29,64,51,46,54,62,74,70,63,56,70,65,64,64,60,58,60,66,57,48,49,52,69,70,72,13,13,15,13,8
66,71,725000.0,4000.0,1,3,2,1600000.0,68,31,42,64,23,63,46,37,64,58,76,75,66,63,68,38,70,70,58,23,72,65,61,58,42,61,60,66,63,14,11,12,15,6
66,71,850000.0,2000.0,1,3,3,1100000.0,50,65,51,63,68,67,63,70,37,69,81,74,83,67,85,70,82,80,52,57,49,21,62,58,64,59,30,12,15,16,10,14,12,7
66,67,625000.0,1000.0,1,2,3,891000.0,67,61,62,71,49,64,64,74,62,65,81,72,57,62,57,75,80,72,78,72,71,60,64,59,70,51,58,67,57,8,9,10,16,15
66,68,650000.0,3000.0,1,3,2,1200000.0,41,52,65,59,49,55,59,56,57,63,55,70,66,65,70,67,64,72,80,46,48,59,39,56,48,62,67,70,63,12,6,9,14,10
66,66,425000.0,5000.0,1,3,2,616000.0,62,43,58,62,35,57,68,66,64,63,49,63,34,78,51,66,59,68,72,49,56,73,36,65,61,70,60,59,60,16,10,7,15,15
66,75,850000.0,3000.0,1,3,2,1700000.0,62,38,57,55,35,61,36,35,36,58,77,81,79,60,70,29,58,64,57,35,63,61,59,42,42,52,64,68,67,11,15,9,7,10
66,66,250000.0,2000.0,1,2,3,375000.0,62,51,56,65,45,69,68,39,60,67,73,69,73,65,80,50,67,71,67,53,75,65,56,59,60,67,61,63,62,9,13,13,7,8
66,71,725000.0,2000.0,1,3,2,1300000.0,47,26,62,59,28,47,40,32,40,55,58,62,42,53,58,57,74,64,75,26,66,62,47,29,46,56,58,71,67,16,16,10,7,9
66,70,600000.0,10000.0,1,3,1,1200000.0,11,10,11,30,12,13,17,18,34,20,40,49,35,52,51,18,54,36,60,10,20,21,13,42,16,50,9,16,17,68,64,61,64,70
66,80,1400000.0,9000.0,1,4,2,3500000.0,48,59,47,72,56,60,55,56,67,65,58,64,48,60,66,64,57,73,54,66,39,55,60,63,54,65,54,55,54,6,8,13,14,12
66,66,675000.0,6000.0,1,2,3,1400000.0,66,65,52,64,68,68,45,39,57,65,78,75,74,64,72,65,34,75,61,54,72,46,68,52,59,55,31,32,31,5,8,11,14,13
66,75,850000.0,2000.0,1,3,2,1700000.0,54,26,65,62,37,41,31,33,60,52,55,64,38,59,54,42,76,69,69,29,58,62,26,36,42,54,65,69,65,14,8,7,11,9
66,73,750000.0,7000.0,1,2,3,1400000.0,69,50,51,63,41,72,61,60,62,66,77,77,91,59,82,69,76,76,68,55,67,58,66,57,42,53,67,62,59,15,8,12,9,11
66,66,525000.0,1000.0,1,3,2,761000.0,57,42,60,65,50,57,63,42,58,63,71,66,72,63,76,68,80,89,62,63,70,62,46,58,47,61,67,64,60,10,14,12,16,10
66,76,900000.0,2000.0,1,3,2,1500000.0,64,24,59,53,28,55,35,29,50,64,72,74,69,54,58,43,76,73,59,25,54,65,42,50,46,64,67,70,67,13,14,6,12,6
66,80,1400000.0,3000.0,1,3,3,2800000.0,64,57,57,67,41,67,55,31,64,66,75,79,78,61,78,53,45,69,49,56,44,42,59,54,46,63,19,21,28,7,15,5,13,10
66,66,350000.0,9000.0,1,3,3,665000.0,62,70,57,64,75,74,67,64,59,63,72,71,62,55,79,64,56,66,52,60,56,41,67,61,77,54,27,41,32,10,10,11,17,16
66,66,525000.0,3000.0,1,2,2,761000.0,28,25,66,61,30,44,33,33,66,49,32,46,51,59,47,42,83,67,80,30,62,61,26,41,40,64,64,66,64,12,11,14,11,15
66,70,850000.0,6000.0,1,3,3,1400000.0,47,69,58,66,58,64,59,34,41,64,72,74,71,62,69,62,75,74,73,68,53,30,65,53,65,59,37,24,17,5,14,7,14,5
66,69,825000.0,2000.0,1,4,3,1200000.0,63,68,60,61,65,70,66,57,56,68,76,70,74,65,77,66,51,49,39,70,42,48,71,57,58,61,14,36,22,15,13,6,6,15
66,69,675000.0,4000.0,1,4,2,1000000.0,29,18,76,51,24,25,24,28,45,37,43,34,33,51,53,22,60,66,93,17,69,58,23,40,39,57,68,66,64,7,6,8,11,11
66,67,625000.0,8000.0,1,3,2,1100000.0,64,61,52,64,41,60,31,32,58,54,73,69,68,60,81,34,60,69,56,58,59,64,59,43,45,50,67,71,69,8,9,7,11,16
66,69,675000.0,3000.0,1,3,2,1000000.0,45,52,68,63,58,62,39,36,63,64,71,69,68,55,69,61,82,82,69,63,82,67,50,56,53,62,59,68,65,9,16,7,16,15
66,66,625000.0,3000.0,1,3,3,1100000.0,58,58,45,58,52,63,44,56,57,63,86,90,68,61,62,60,58,84,64,52,39,54,58,58,56,52,58,56,50,15,12,14,12,13
66,80,1300000.0,3000.0,1,2,4,2400000.0,58,57,51,67,45,69,54,38,62,66,81,79,73,63,80,56,69,71,56,51,62,39,67,68,45,64,47,44,38,6,10,14,11,7
66,66,525000.0,4000.0,1,2,2,1100000.0,58,25,46,58,27,54,32,28,43,64,74,74,72,67,70,39,57,63,75,36,64,64,47,33,35,65,57,75,68,8,8,6,10,14
66,70,700000.0,2000.0,1,3,3,963000.0,73,39,57,66,21,68,29,28,57,67,73,66,74,68,69,49,60,69,55,42,69,63,64,57,32,57,52,65,65,13,6,14,15,16
66,67,600000.0,5000.0,1,2,2,1100000.0,22,40,71,51,21,41,56,20,43,49,58,60,65,52,59,44,77,71,90,27,65,57,23,41,39,55,61,66,65,12,16,8,12,15
66,66,525000.0,6000.0,1,3,2,919000.0,26,32,62,54,38,48,29,27,43,53,68,66,70,60,72,28,70,74,84,25,76,62,37,32,33,61,64,63,62,11,8,10,11,7
66,68,625000.0,4000.0,1,2,2,1200000.0,48,30,63,61,24,43,36,24,57,54,63,53,59,57,64,54,58,74,83,36,61,60,37,43,43,60,64,69,68,9,9,10,16,9
66,69,825000.0,3000.0,1,3,3,1100000.0,34,64,65,55,57,67,60,46,35,65,75,78,76,65,72,64,72,60,68,56,54,12,67,55,55,50,19,14,13,5,11,8,11,10
66,79,1300000.0,4000.0,1,3,3,2700000.0,45,64,65,56,52,66,44,58,53,69,75,68,63,68,69,67,81,76,62,59,58,13,61,58,61,69,16,16,31,10,9,15,13,6
66,66,475000.0,4000.0,1,3,2,594000.0,55,43,62,64,52,61,53,42,60,64,67,69,69,66,60,59,69,83,81,53,81,60,42,52,38,59,66,65,59,8,14,6,15,10
66,67,525000.0,4000.0,1,1,1,1200000.0,14,8,15,19,9,14,11,8,17,15,19,26,29,54,28,26,48,23,75,10,19,9,7,21,10,57,13,14,11,62,68,67,62,73
66,66,625000.0,2000.0,1,3,3,875000.0,60,66,42,64,43,63,35,26,56,63,79,78,69,64,74,74,47,67,85,68,69,18,65,59,61,63,58,17,21,7,10,12,10,14
66,66,400000.0,5000.0,1,2,1,660000.0,15,20,14,29,9,15,17,18,25,23,35,41,30,63,42,23,60,41,67,13,24,20,13,13,25,54,18,18,13,67,62,62,62,73
